Gene,PubMedID
no ##g,21461173
no ##g,12036934
no ##g,15760339
no ##g,15958521
no ##g,23625514
no ##g,24928612
tx ##ni ##p,12543799
sp ##ry ##2,15760917
hd ##gf,23536873
re ##l,21460252
re ##l,25124714
re ##l,19040420
re ##l,17594688
re ##l,25220161
re ##l,21108607
re ##l,19805117
re ##l,24174333
re ##l,23950209
re ##l,24691438
re ##l,21119596
re ##l,22972589
re ##l,24405508
re ##l,22555176
re ##l,15920168
re ##l,19233913
re ##l,11112417
re ##l,22805320
re ##l,23221472
re ##l,17351674
re ##l,21278793
re ##l,21801332
re ##l,22328516
re ##l,24086281
re ##l,23528861
ot ##or,11813878
he ##s ##1,19880519
t ##fa ##p ##2 ##c,20848731
am ##h,18312439
du ##sp ##6,15760917
sm ##ad ##1,23190898
cd ##6 ##8,26405583
tb ##x ##2,23020925
tb ##x ##2,18444963
fox ##a ##2,21466784
des,11774264
des,25113440
des,25051432
des,20177751
des,16896043
des,22550165
des,19338054
des,24260410
des,23416158
des,14961576
des,24993904
des,20709760
des,21325067
des,9806478
des,14719109
des,27337967
des,11813878
des,19725989
des,23197006
des,23020925
des,18398432
des,25065585
des,19477635
des,23536873
des,22076652
des,20848731
des,25885043
des,9389568
des,24014427
des,15466193
des,23977234
des,26707830
des,11245423
des,23277422
des,24691438
des,21119596
des,22972589
des,25479927
des,12473109
des,17314512
des,17992115
des,22927992
des,24981740
des,26405583
des,22805320
des,17891747
des,20375924
des,24697775
des,27123562
des,27153441
des,15867352
des,21268068
des,15221796
des,19404918
des,23348506
des,25001534
des,20357817
des,19118061
des,10362803
des,26842708
des,11822878
des,16681721
des,11129335
des,18981472
des,16982779
des,26016895
des,22865454
des,22817889
des,8631588
des,25572314
sp ##3,12543799
ran,18771349
ran,11774264
ran,19521982
ran,25061102
ran,15986140
ran,21460252
ran,25051432
ran,19126397
ran,12742347
ran,23190898
ran,8344747
ran,25207815
ran,21410771
ran,19016067
ran,17472570
ran,25444235
ran,18949370
ran,10072444
ran,19996561
ran,22550165
ran,22935333
ran,24967732
ran,18451171
ran,22487681
ran,25823659
ran,25588203
ran,12384558
ran,26498684
ran,19040420
ran,19338054
ran,20337985
ran,21722328
ran,14714570
ran,14961576
ran,17197349
ran,24993904
ran,20709760
ran,21435193
ran,22080950
ran,21072171
ran,9806478
ran,24423917
ran,19830692
ran,9824622
ran,15705881
ran,25220161
ran,10389768
ran,24120113
ran,11813878
ran,19725989
ran,11931386
ran,25501033
ran,23197006
ran,19805117
ran,17182868
ran,24174333
ran,19477635
ran,24189220
ran,7665237
ran,22076652
ran,25310020
ran,25885043
ran,24014427
ran,22447182
ran,27181209
ran,23977234
ran,25444926
ran,18386818
ran,16961930
ran,23950209
ran,11245423
ran,24691438
ran,21454583
ran,22909381
ran,21119596
ran,22130252
ran,22496449
ran,22971344
ran,24405508
ran,22555176
ran,11744991
ran,11606406
ran,15856016
ran,25435429
ran,23825798
ran,21559390
ran,19233913
ran,19880519
ran,18444963
ran,12473109
ran,23787126
ran,22322885
ran,18417445
ran,23454771
ran,25961751
ran,23377970
ran,11112417
ran,24981740
ran,20421967
ran,21356389
ran,21623876
ran,25048347
ran,20484992
ran,17450523
ran,9617345
ran,18066592
ran,20067553
ran,24722418
ran,22647378
ran,12650606
ran,16964280
ran,15867352
ran,18515281
ran,17975146
ran,22131135
ran,16818621
ran,15221796
ran,18442402
ran,15760917
ran,23348506
ran,21963849
ran,21788308
ran,19799645
ran,24289491
ran,11238948
ran,21466784
ran,20060810
ran,10362803
ran,26842708
ran,11822878
ran,16681721
ran,26599548
ran,19047166
ran,22583695
ran,25818589
ran,16982779
ran,24223182
ran,26016895
ran,22736149
ran,22865454
ran,21278793
ran,12543799
ran,21801332
ran,25629959
ran,22328516
ran,24086281
ran,19029026
ran,15760339
ran,15958521
ran,23528861
ran,24736457
ran,25572314
ran,16801015
ran,21077158
ran,24928612
ran,25868368
per ##p,18312439
per ##p,19040420
per ##p,12473109
per ##p,25629959
cp,20848731
cp,24014427
cp,15958521
te ##s,24840574
te ##s,15986140
te ##s,19338054
te ##s,17197349
te ##s,15623617
te ##s,22223089
te ##s,18398432
te ##s,22971344
te ##s,19880519
te ##s,12473109
te ##s,19158841
e ##2 ##f ##5,21454583
pg ##c,23477830
cc ##r ##1,25048347
ace,11774264
ace,18312439
ace,24595385
ace,23190898
ace,8344747
ace,17472570
ace,25124714
ace,19338054
ace,20337985
ace,24359286
ace,11813878
ace,25223485
ace,22447182
ace,23950209
ace,21119596
ace,25435429
ace,19233913
ace,18444963
ace,20602913
ace,11112417
ace,25289082
ace,10362803
ace,24223182
ace,15760339
ace,24928612
id ##2,15760917
id ##2,22817889
ada,16896043
ada,25124714
ada,23673539
ada,25220161
ada,17182868
ada,21047771
ada,21454583
ada,21559390
ada,23477830
ada,15867352
ada,16982779
ada,21300445
ada,17171691
c ##x ##cl ##13,23638386
rest,11774264
rest,25113440
rest,22815634
rest,25061102
rest,25051432
rest,17472570
rest,25444235
rest,18949370
rest,22487681
rest,25588203
rest,19040420
rest,24260410
rest,11813878
rest,25501033
rest,17182868
rest,25310020
rest,16961930
rest,23950209
rest,15920168
rest,23477830
rest,12473109
rest,25961751
rest,24981740
rest,20421967
rest,19149898
rest,12650606
rest,16818621
rest,23659246
rest,21788308
rest,24289491
rest,11822878
rest,19047166
rest,11129335
rest,18981472
rest,21461173
rest,25629959
rest,15958521
rest,23625514
rest,16801015
rest,16963426
ca ##2,9389568
ss ##x ##4,23625514
pa ##x ##9,18949370
fa ##b ##p ##7,22322885
ar ##g ##1,24935963
ar ##g ##1,12473109
sm ##ur ##f ##2,17450523
k ##l,22846175
k ##l,20602913
k ##l,15760917
sox ##17,25310020
sp ##ry ##4,25065585
sp ##ry ##4,21558391
sp ##ry ##4,24223182
i ##hh,25289082
t ##po,18771349
pa ##ep,19799645
mt ##2 ##a,15958521
p ##f ##n ##1,25048347
tr ##o,24223182
s ##nca,23028833
ski,24840574
ski,20177751
ski,19338054
ski,10867810
ski,14961576
ski,20709760
ski,14719109
ski,21108607
ski,22223089
ski,23197006
ski,19805117
ski,19477635
ski,25885043
ski,23028833
ski,15466193
ski,23977234
ski,23638386
ski,22846175
ski,19035443
ski,21559390
ski,12473109
ski,15305193
ski,22927992
ski,20421967
ski,21356389
ski,21623876
ski,19318807
ski,22805320
ski,24697775
ski,21268068
ski,15221796
ski,23659246
ski,24289491
ski,9445187
ski,20357817
ski,10362803
ski,14576937
ski,26599548
ski,16982779
ski,21300445
ski,21461173
ski,25629959
ski,23528861
ski,16801015
ski,25982144
f ##5,21454583
f ##5,22909381
f ##5,15760917
my ##og,24722418
ph ##lda ##1,12384558
t ##pr,25113440
t ##pr,18386818
t ##pr,23638386
cd ##2,26405583
pl ##ag ##l ##1,18386818
ache,10389768
ache,22076652
ache,27153441
ache,18981472
ache,15958521
ache,25572314
ache,24928612
nod ##al,21072171
nod ##al,9824622
nod ##al,21558391
nod ##al,26405583
nod ##al,14576937
gr ##m ##1,23673539
ty ##ro ##3,19805117
bc ##l ##2 ##a1,20177751
bc ##l ##2 ##a1,22865454
si,18771349
si,11774264
si,18312439
si,24595385
si,24840574
si,25113440
si,19521982
si,25061102
si,15986140
si,21460252
si,25051432
si,19126397
si,20177751
si,12742347
si,17085653
si,23190898
si,8344747
si,25207815
si,21410771
si,19016067
si,17472570
si,20944096
si,25444235
si,18949370
si,16896043
si,10072444
si,19996561
si,22550165
si,22935333
si,24967732
si,15819981
si,18451171
si,22487681
si,25823659
si,24935963
si,25588203
si,19207948
si,25124714
si,12384558
si,26498684
si,24346768
si,19040420
si,19338054
si,20337985
si,24260410
si,10867810
si,21072599
si,26396549
si,23416158
si,21722328
si,15756009
si,14714570
si,14961576
si,17197349
si,24993904
si,20709760
si,21435193
si,16410717
si,22080950
si,24359286
si,17594688
si,21072171
si,21325067
si,19671763
si,9806478
si,16432463
si,15623617
si,14719109
si,21680547
si,24423917
si,23673539
si,19830692
si,9824622
si,15705881
si,27337967
si,25220161
si,21108607
si,22223089
si,11668523
si,10389768
si,24120113
si,11813878
si,19725989
si,24370793
si,11931386
si,25501033
si,23197006
si,19805117
si,23020925
si,25223485
si,18398432
si,17182868
si,25065585
si,24174333
si,19477635
si,24189220
si,19330028
si,23536873
si,7665237
si,22076652
si,20848731
si,25310020
si,25885043
si,9389568
si,16243793
si,21047771
si,19557432
si,24014427
si,22447182
si,21494614
si,25155861
si,27181209
si,23028833
si,17492467
si,19718013
si,15466193
si,23977234
si,24580015
si,25444926
si,18386818
si,26707830
si,16961930
si,23950209
si,11245423
si,22454080
si,23277422
si,24691438
si,24158781
si,23638386
si,21454583
si,22909381
si,25848976
si,19627587
si,21119596
si,22130252
si,21558391
si,22496449
si,22971344
si,22846175
si,8102131
si,25550585
si,24405508
si,22555176
si,23384855
si,25479927
si,11744991
si,11606406
si,19035443
si,15856016
si,15920168
si,25435429
si,23647022
si,23825798
si,21559390
si,23477830
si,19233913
si,19880519
si,18444963
si,12473109
si,23787126
si,15305193
si,17314512
si,17992115
si,22322885
si,11706558
si,14576666
si,18417445
si,22927992
si,23454771
si,20602913
si,25961751
si,23377970
si,11112417
si,24981740
si,9195562
si,20421967
si,19149898
si,21356389
si,21623876
si,25048347
si,26405583
si,19318807
si,20484992
si,11309305
si,22805320
si,17450523
si,9617345
si,23638671
si,23221472
si,18066592
si,17891747
si,20375924
si,20067553
si,24885594
si,24722418
si,25174651
si,22647378
si,23863473
si,19578755
si,12650606
si,24697775
si,27123562
si,16964280
si,18385040
si,17351674
si,27153441
si,15867352
si,18515281
si,21268068
si,17975146
si,22131135
si,16818621
si,15221796
si,23659246
si,21642878
si,18442402
si,15760917
si,23348506
si,21963849
si,25001534
si,21788308
si,19799645
si,24289491
si,25289082
si,9445187
si,11238948
si,21466784
si,20357817
si,18672145
si,20060810
si,22095472
si,10362803
si,15277467
si,26842708
si,14576937
si,11822878
si,16681721
si,26599548
si,19269164
si,22665054
si,19047166
si,21051724
si,11129335
si,22583695
si,18981472
si,25818589
si,16982779
si,24223182
si,15606670
si,26016895
si,15120668
si,22736149
si,22865454
si,22817889
si,21278793
si,12963615
si,12543799
si,19238106
si,21300445
si,21801332
si,21461173
si,8864922
si,25629959
si,22328516
si,24086281
si,12036934
si,15760339
si,15958521
si,8631588
si,19158841
si,23625514
si,23528861
si,17171691
si,23987572
si,24968695
si,22551973
si,24736457
si,18086302
si,25572314
si,16801015
si,21077158
si,24928612
si,16963426
si,25868368
si,25982144
pt ##pr ##d,25113440
il ##12 ##b,25848976
cd ##14,26405583
z ##fp ##36,25048347
pt ##h,25051432
pt ##h,20337985
map ##2,15920168
map ##2,19880519
gas ##1,18981472
pl ##ec,12384558
g ##c,23477830
g ##c,12473109
rb ##m ##3,22805320
fox ##c ##2,20060810
pi ##m ##2,25207815
kc ##n ##ma ##1,21072171
f1 ##0,23536873
f1 ##0,18981472
sh ##c ##4,23638386
ned ##d ##9,24174333
ned ##d ##9,22328516
end ##og,25061102
end ##og,21435193
end ##og,19671763
end ##og,25220161
end ##og,24405508
end ##og,25961751
end ##og,21268068
end ##og,24086281
end ##og,19029026
app,18771349
app,24595385
app,24840574
app,25113440
app,15986140
app,20177751
app,17472570
app,25444235
app,25823659
app,23416158
app,21435193
app,22080950
app,19671763
app,9806478
app,16432463
app,14719109
app,19830692
app,27337967
app,25220161
app,11668523
app,10389768
app,11813878
app,18398432
app,25065585
app,23536873
app,22076652
app,20848731
app,9389568
app,23028833
app,17492467
app,19718013
app,23950209
app,23638386
app,19627587
app,22971344
app,22846175
app,22555176
app,25479927
app,25435429
app,23825798
app,17314512
app,22927992
app,11112417
app,25048347
app,26405583
app,19318807
app,11309305
app,24722418
app,27153441
app,15867352
app,18515281
app,21268068
app,19638168
app,15221796
app,18442402
app,15760917
app,24721645
app,18672145
app,22095472
app,22665054
app,18981472
app,26016895
app,15120668
app,22865454
app,22817889
app,21278793
app,12543799
app,15760339
app,15958521
app,19158841
app,23625514
app,17171691
app,18505964
app,25572314
a ##q ##p ##3,20177751
cad,25113440
cad,25061102
cad,20177751
cad,20944096
cad,22550165
cad,22487681
cad,23416158
cad,24174333
cad,25885043
cad,22131135
cad,25001534
cad,21077158
aka ##p ##12,18386818
c ##3,15221796
c ##3,25289082
camp,12384558
camp,19338054
camp,22496449
camp,12473109
camp,11112417
camp,21801332
camp,16801015
ir ##f ##5,22909381
fox ##d ##3,25061102
ik,11774264
ik,26769193
ik,25061102
ik,22487681
ik,25823659
ik,12384558
ik,19040420
ik,23416158
ik,22080950
ik,15705881
ik,11813878
ik,9389568
ik,18386818
ik,23950209
ik,22496449
ik,18444963
ik,22322885
ik,23377970
ik,25174651
ik,22647378
ik,15867352
ik,21268068
ik,15760917
ik,21963849
ik,16982779
ik,25629959
ik,24086281
ik,23528861
mb,11774264
mb,24595385
mb,24840574
mb,25113440
mb,19521982
mb,25061102
mb,25051432
mb,20177751
mb,19996561
mb,24967732
mb,22487681
mb,19207948
mb,12384558
mb,24346768
mb,19040420
mb,24260410
mb,26396549
mb,23416158
mb,24993904
mb,20709760
mb,21435193
mb,22080950
mb,24359286
mb,17594688
mb,9806478
mb,19830692
mb,11813878
mb,19725989
mb,23197006
mb,18398432
mb,24189220
mb,7665237
mb,20848731
mb,9389568
mb,24014427
mb,22447182
mb,27181209
mb,23028833
mb,15466193
mb,23977234
mb,23950209
mb,25848976
mb,21558391
mb,22972589
mb,22555176
mb,25479927
mb,19035443
mb,15920168
mb,23825798
mb,18444963
mb,12473109
mb,17314512
mb,22322885
mb,23454771
mb,20602913
mb,23377970
mb,9195562
mb,21623876
mb,25048347
mb,26405583
mb,19318807
mb,11309305
mb,17450523
mb,18066592
mb,20375924
mb,24722418
mb,23863473
mb,12650606
mb,16964280
mb,18385040
mb,15867352
mb,18515281
mb,21268068
mb,17975146
mb,15760917
mb,24289491
mb,11238948
mb,22095472
mb,26599548
mb,22583695
mb,16982779
mb,26016895
mb,22736149
mb,22817889
mb,8864922
mb,22328516
mb,24086281
mb,12036934
mb,23625514
mb,23528861
mb,17171691
mb,24968695
mb,16801015
mb,24928612
th,18771349
th,11774264
th,18312439
th,24595385
th,24840574
th,25687217
th,25113440
th,22815634
th,26769193
th,19521982
th,25061102
th,15986140
th,21460252
th,25051432
th,19126397
th,20177751
th,12742347
th,17085653
th,23190898
th,8344747
th,25207815
th,21410771
th,19016067
th,17472570
th,20944096
th,25444235
th,18949370
th,16896043
th,10072444
th,19996561
th,22550165
th,22935333
th,24967732
th,15819981
th,18451171
th,22487681
th,25823659
th,24935963
th,25588203
th,19207948
th,25124714
th,12384558
th,26498684
th,24346768
th,19040420
th,19338054
th,20337985
th,24260410
th,10867810
th,21072599
th,26396549
th,23416158
th,21722328
th,15756009
th,14714570
th,14961576
th,17197349
th,24993904
th,20709760
th,21435193
th,16410717
th,22080950
th,24359286
th,17594688
th,21072171
th,21325067
th,19671763
th,9806478
th,16432463
th,15623617
th,14719109
th,21680547
th,24423917
th,23673539
th,19830692
th,9824622
th,15705881
th,27337967
th,25220161
th,26424760
th,21108607
th,22223089
th,11668523
th,10389768
th,24120113
th,11813878
th,19725989
th,24370793
th,11931386
th,25501033
th,23197006
th,19805117
th,23020925
th,25223485
th,18398432
th,17182868
th,25065585
th,24174333
th,19477635
th,24189220
th,19330028
th,23536873
th,7665237
th,22076652
th,20848731
th,25310020
th,25885043
th,9389568
th,16243793
th,21047771
th,19557432
th,24014427
th,22447182
th,21494614
th,25155861
th,27181209
th,23028833
th,17492467
th,19718013
th,15466193
th,23977234
th,24580015
th,25444926
th,18386818
th,26707830
th,16961930
th,23950209
th,11245423
th,22454080
th,23277422
th,24691438
th,24158781
th,23638386
th,21454583
th,22909381
th,25848976
th,19627587
th,21119596
th,22130252
th,21558391
th,22496449
th,22971344
th,22846175
th,21507037
th,8102131
th,25550585
th,22972589
th,24405508
th,22555176
th,23384855
th,25479927
th,11744991
th,11606406
th,19035443
th,15856016
th,15920168
th,25435429
th,23647022
th,23825798
th,21559390
th,23477830
th,19233913
th,19880519
th,18444963
th,12473109
th,23787126
th,15305193
th,17314512
th,17992115
th,22322885
th,11706558
th,14576666
th,18417445
th,22927992
th,23454771
th,20602913
th,25961751
th,23377970
th,11112417
th,24981740
th,9195562
th,20421967
th,19149898
th,21356389
th,21623876
th,25048347
th,26405583
th,19318807
th,20484992
th,11309305
th,22805320
th,17450523
th,9617345
th,23638671
th,23221472
th,18066592
th,17891747
th,20375924
th,20067553
th,24885594
th,24722418
th,25174651
th,22647378
th,23863473
th,19578755
th,12650606
th,24697775
th,27123562
th,16964280
th,18385040
th,17351674
th,27153441
th,15867352
th,18515281
th,21268068
th,17975146
th,22131135
th,19638168
th,16818621
th,15221796
th,23659246
th,21642878
th,19404918
th,22230721
th,18442402
th,15760917
th,23348506
th,21963849
th,25001534
th,21788308
th,19799645
th,24721645
th,24289491
th,25289082
th,9445187
th,11238948
th,21466784
th,20357817
th,18672145
th,20060810
th,19118061
th,22095472
th,24709888
th,10362803
th,15277467
th,26842708
th,14576937
th,11822878
th,16681721
th,26599548
th,19269164
th,22665054
th,19047166
th,21051724
th,11129335
th,22583695
th,18981472
th,25818589
th,16982779
th,24223182
th,15606670
th,26016895
th,15120668
th,22736149
th,22865454
th,22817889
th,21278793
th,12963615
th,12543799
th,19238106
th,21300445
th,21801332
th,21461173
th,8864922
th,25629959
th,22328516
th,24086281
th,12036934
th,19029026
th,15760339
th,15958521
th,8631588
th,20862285
th,19158841
th,23625514
th,23528861
th,17171691
th,23987572
th,18505964
th,24968695
th,22551973
th,24736457
th,18086302
th,25572314
th,25974357
th,16801015
th,21083380
th,21077158
th,24928612
th,16963426
th,25868368
th,25982144
adam ##ts ##1,21047771
s ##nx ##31,22817889
ar ##hg ##ap ##1,25207815
nos ##1,24691438
por,11774264
por,25113440
por,19521982
por,25061102
por,21460252
por,17085653
por,23190898
por,8344747
por,25207815
por,25444235
por,10072444
por,19996561
por,22550165
por,24967732
por,22487681
por,25823659
por,25124714
por,12384558
por,26498684
por,24346768
por,19040420
por,19338054
por,10867810
por,21072599
por,23416158
por,14714570
por,14961576
por,17197349
por,24993904
por,16410717
por,22080950
por,17594688
por,21072171
por,19671763
por,9806478
por,14719109
por,21680547
por,19830692
por,27337967
por,25220161
por,11668523
por,10389768
por,11813878
por,11931386
por,25501033
por,23197006
por,23020925
por,18398432
por,24174333
por,22076652
por,20848731
por,9389568
por,22447182
por,21494614
por,25155861
por,27181209
por,17492467
por,19718013
por,15466193
por,23977234
por,23950209
por,11245423
por,22454080
por,24158781
por,23638386
por,21454583
por,21119596
por,21558391
por,22846175
por,21507037
por,8102131
por,25550585
por,24405508
por,22555176
por,25479927
por,15856016
por,25435429
por,23647022
por,23825798
por,21559390
por,19880519
por,18444963
por,12473109
por,11706558
por,18417445
por,23454771
por,25961751
por,23377970
por,11112417
por,24981740
por,19149898
por,21623876
por,25048347
por,19318807
por,22805320
por,23638671
por,17891747
por,20375924
por,22647378
por,23863473
por,19578755
por,24697775
por,17351674
por,27153441
por,19404918
por,22230721
por,23348506
por,21788308
por,24289491
por,11238948
por,21466784
por,18672145
por,22095472
por,24709888
por,15277467
por,26842708
por,26599548
por,19269164
por,22665054
por,19047166
por,11129335
por,25818589
por,16982779
por,24223182
por,26016895
por,22736149
por,22865454
por,19238106
por,21300445
por,24086281
por,12036934
por,15760339
por,15958521
por,8631588
por,23625514
por,23528861
por,17171691
por,18505964
por,22551973
por,25572314
por,16801015
por,21077158
z ##yx,25048347
cy ##gb,24722418
gal,20177751
gal,9389568
gal,16818621
gal,21788308
lim ##d ##1,25207815
pc,24840574
pc,21460252
pc,23190898
pc,17472570
pc,18949370
pc,19996561
pc,24967732
pc,10867810
pc,14714570
pc,14961576
pc,14719109
pc,19830692
pc,25220161
pc,24189220
pc,23028833
pc,18386818
pc,22130252
pc,19035443
pc,19233913
pc,11112417
pc,26405583
pc,23638671
pc,17891747
pc,20375924
pc,24722418
pc,23863473
pc,19578755
pc,15760917
pc,19799645
pc,11822878
pc,24223182
pc,12543799
pc,15760339
pc,22551973
pc,18086302
sr ##y,23197006
sr ##y,25310020
ser ##pin ##b ##9,25048347
ad ##h ##5,21356389
pts,23221472
adam ##ts ##18,21047771
cy ##ba,15958521
cs,18771349
cs,20177751
cs,21722328
cs,17197349
cs,25220161
cs,24120113
cs,24691438
cs,21558391
cs,22971344
cs,15920168
cs,19233913
cs,9195562
cs,25048347
cs,24697775
cs,17975146
cs,19799645
cs,24289491
cs,20357817
cs,22665054
cs,11129335
cs,16982779
cs,15120668
cs,22817889
cs,23528861
cs,25572314
dia ##ph ##1,17182868
o ##at,18444963
ag ##l,18386818
pa ##x ##4,18949370
hal,24840574
hal,12742347
hal,20337985
hal,15756009
hal,21435193
hal,22080950
hal,25501033
hal,19805117
hal,17182868
hal,25065585
hal,25885043
hal,24014427
hal,25155861
hal,27181209
hal,23787126
hal,23454771
hal,23377970
hal,24981740
hal,22805320
hal,22647378
hal,21268068
hal,17975146
hal,16818621
hal,26599548
hal,18981472
hal,25818589
hal,22736149
hal,22817889
hal,21801332
hal,15760339
hal,25572314
cn ##r ##1,22447182
ras ##ef,18385040
ca ##1,22935333
ca ##1,9389568
ca ##1,25479927
ca ##1,23825798
ca ##1,24697775
ca ##1,25974357
prep,19830692
cd ##7,22454080
nu ##ak ##2,21460252
c ##5,20709760
c ##5,23673539
c ##5,21461173
c ##5,25868368
com ##p,19338054
com ##p,22223089
com ##p,24014427
me ##1,8344747
me ##1,25048347
ec ##d,15221796
kin,24595385
kin,24840574
kin,26769193
kin,21460252
kin,25051432
kin,20177751
kin,25207815
kin,20944096
kin,22550165
kin,18451171
kin,25823659
kin,19338054
kin,10867810
kin,26396549
kin,23416158
kin,14961576
kin,17197349
kin,20709760
kin,22080950
kin,19671763
kin,14719109
kin,21680547
kin,21108607
kin,22223089
kin,10389768
kin,19725989
kin,25501033
kin,23197006
kin,19805117
kin,24174333
kin,19477635
kin,25310020
kin,25885043
kin,9389568
kin,27181209
kin,23028833
kin,15466193
kin,23977234
kin,25444926
kin,23950209
kin,23638386
kin,22496449
kin,22846175
kin,22972589
kin,19035443
kin,21559390
kin,12473109
kin,15305193
kin,22927992
kin,23377970
kin,11112417
kin,20421967
kin,21356389
kin,21623876
kin,25048347
kin,19318807
kin,22805320
kin,9617345
kin,18066592
kin,20067553
kin,24697775
kin,27153441
kin,18515281
kin,21268068
kin,16818621
kin,15221796
kin,23659246
kin,19404918
kin,21963849
kin,24289491
kin,9445187
kin,20357817
kin,18672145
kin,20060810
kin,10362803
kin,14576937
kin,26599548
kin,19047166
kin,11129335
kin,25818589
kin,16982779
kin,15120668
kin,22736149
kin,21278793
kin,21300445
kin,21801332
kin,21461173
kin,25629959
kin,24086281
kin,8631588
kin,23528861
kin,17171691
kin,16801015
kin,24928612
kin,16963426
kin,25982144
ns ##f,11774264
ns ##f,23190898
ns ##f,19016067
ns ##f,25444235
ns ##f,19996561
ns ##f,24967732
ns ##f,25588203
ns ##f,12384558
ns ##f,19040420
ns ##f,19830692
ns ##f,9824622
ns ##f,10389768
ns ##f,7665237
ns ##f,22130252
ns ##f,22496449
ns ##f,24405508
ns ##f,11744991
ns ##f,25961751
ns ##f,9617345
ns ##f,12650606
ns ##f,16818621
ns ##f,19799645
ns ##f,24289491
ns ##f,21466784
ns ##f,11822878
ns ##f,16681721
ns ##f,21278793
ns ##f,12543799
ns ##f,15958521
ns ##f,21077158
pt ##pr ##f,23638386
to ##x,26405583
to ##x,16818621
to ##x,24721645
el ##l,15120668
hint ##1,22647378
nk ##x ##2 - 5,18444963
ho ##x ##d ##9,24014427
pi ##3,24840574
pi ##3,21680547
pi ##3,19047166
dock ##3,22328516
x ##cl ##1,23638386
r ##ho ##j,22971344
ba ##al ##c,24736457
bat ##f,25207815
he ##xa,22322885
he ##xa,11112417
hr,11774264
hr,18312439
hr,24595385
hr,24840574
hr,25051432
hr,20177751
hr,23190898
hr,8344747
hr,19016067
hr,17472570
hr,22935333
hr,18451171
hr,22487681
hr,25823659
hr,25588203
hr,12384558
hr,26498684
hr,24346768
hr,24260410
hr,21072599
hr,21722328
hr,14961576
hr,21435193
hr,17594688
hr,19671763
hr,14719109
hr,15705881
hr,11813878
hr,23020925
hr,25223485
hr,18398432
hr,17182868
hr,24174333
hr,22076652
hr,20848731
hr,9389568
hr,24014427
hr,19718013
hr,15466193
hr,18386818
hr,21454583
hr,25848976
hr,22971344
hr,22846175
hr,15856016
hr,21559390
hr,12473109
hr,15305193
hr,18417445
hr,25961751
hr,25048347
hr,26405583
hr,19318807
hr,11309305
hr,17891747
hr,20375924
hr,20067553
hr,12650606
hr,21268068
hr,22131135
hr,18442402
hr,15760917
hr,21788308
hr,11238948
hr,11822878
hr,18981472
hr,26016895
hr,22817889
hr,21278793
hr,12543799
hr,21461173
hr,22328516
hr,24086281
hr,12036934
hr,19029026
hr,15958521
hr,8631588
hr,20862285
hr,23625514
hr,17171691
hr,18505964
hr,24736457
hr,21077158
hr,24928612
sms,25113440
sms,25051432
sms,25207815
sms,21410771
sms,19016067
sms,24967732
sms,24346768
sms,26396549
sms,23416158
sms,17197349
sms,21072171
sms,24370793
sms,25065585
sms,24174333
sms,27181209
sms,15466193
sms,25444926
sms,18386818
sms,23638386
sms,21558391
sms,22496449
sms,11606406
sms,15920168
sms,19880519
sms,18417445
sms,23377970
sms,17450523
sms,23638671
sms,20375924
sms,12650606
sms,15867352
sms,15760917
sms,21788308
sms,25289082
sms,10362803
sms,26842708
sms,22865454
sms,22328516
sms,22551973
sms,21077158
mag,18312439
mag,24595385
mag,21460252
mag,21722328
mag,21435193
mag,19671763
mag,23673539
mag,24120113
mag,11813878
mag,25065585
mag,25155861
mag,23028833
mag,22971344
mag,22555176
mag,23659246
mag,11238948
mag,20862285
mag,23625514
mag,21077158
tb ##x ##4,25048347
mall,24595385
mall,15986140
mall,23190898
mall,19016067
mall,19996561
mall,22080950
mall,19671763
mall,19830692
mall,23197006
mall,15466193
mall,23950209
mall,21119596
mall,22555176
mall,23477830
mall,18417445
mall,22927992
mall,25961751
mall,24981740
mall,11309305
mall,19578755
mall,21268068
mall,19799645
mall,14576937
mall,26599548
mall,22665054
mall,19047166
mall,16982779
mall,26016895
mall,21278793
mall,19029026
mall,15760339
mall,23625514
mall,17171691
ar ##hg ##ap ##18,25207815
gm ##pr,27181209
trim ##2,25572314
stat ##h,22665054
dh ##rs ##1,21356389
d ##g ##ki,25207815
if ##i ##44,25207815
